ID_COMPRA,ID_PRODUCTO,CANT_UNIDADES_COMPRADAS
663,7665558708667,4
489,0466598484606,17
577,1477859219621,4
771,4444648802286,20
497,3856255544892,6
111,1911056398265,9
709,5701088835823,14
661,5507284653380,5
570,8039406418630,7
295,0270322059523,13
327,2017381819136,1
39,5478212931286,8
947,7560303834526,10
732,2413516325198,11
613,4589943384263,6
705,7250108746192,4
144,7710323129359,2
668,6748829022868,5
582,9428163019706,17
612,2027946538792,11
342,5690851071882,6
18,2898995514521,11
807,6813067106967,17
854,9977997859663,11
116,8541470442287,6
862,4046625636701,5
308,5623851728401,20
492,7159533384828,9
807,5065019952189,9
210,8405105040210,5
979,4351213388116,17
680,4416013376159,1
543,0024568751211,15
95,6889862768433,13
811,3010061104682,6
767,1379289353190,13
206,9466235162028,13
40,7918294709611,3
729,3932894726391,11
47,7600922005737,5
812,2243296169305,8
319,3793496476837,3
401,2737044729465,7
270,7698710730978,17
439,3526793570775,6
652,7612919166680,1
181,8391749453236,20
750,1143778918050,14
901,3100089209497,10
839,5697370456961,12
263,2789204605331,7
743,3930583570201,16
95,2836310876053,20
762,4534129759533,12
526,0244220566179,7
911,8192914507934,12
138,4535028435030,12
116,4163654168123,9
100,1968345937049,6
323,1746394907561,15
990,5218307623258,20
651,8674368484660,3
141,0006194009560,2
57,5350131699914,7
372,0362170803479,14
952,9948919972838,7
990,3273575120467,20
268,1668792729227,9
703,8067644205811,12
767,0432611113341,16
231,6596785280385,7
940,0440030137268,9
202,9463712136763,5
932,9277071727940,20
172,9315329278599,2
818,5193317453371,12
522,2111281549367,6
30,0407823567480,7
464,3842216945365,12
801,9048517140643,20
960,4279819442639,10
147,2525112222785,12
653,2168506741761,19
118,7645985567983,12
520,5886493315044,18
783,2732942159642,11
407,4345184391008,19
550,4454533840439,16
268,9681139180507,13
964,1947457802001,3
748,5988171434006,8
580,6919988147154,7
224,5353281995073,7
534,4208139741696,4
633,8446513989777,20
43,8831891521396,5
122,2456673647222,18
581,3003387544973,20
231,8144413968587,2
806,7661368976296,16
729,9700458853623,1
963,1333703232270,15
585,5649930785813,5
513,1251289862202,3
155,6865110014965,19
316,6154962747771,10
853,2360272215174,12
155,5585321907382,11
910,5882425555748,16
226,9044459383636,19
635,7542664811095,7
307,5660191282231,1
815,7640192590755,11
194,5968472313316,17
724,4229931746429,13
382,2342886480087,14
701,4947546956766,15
247,1242592941401,13
480,9115824638139,7
958,4376364752463,4
473,1503897474729,14
741,2123632969953,11
343,9138342485801,20
407,2667496891048,12
820,3214031964751,3
907,5283669951530,17
341,8406257432793,15
213,1099080259155,9
926,4535127211313,5
707,4071800866130,8
240,6016948183815,1
465,4867669858184,12
666,3727697248054,1
11,1252587429463,14
642,8744194027789,12
241,8763295642134,2
519,8181030105483,6
261,2284456259665,10
554,3801141551447,13
422,7043423977668,10
932,7887903530215,13
909,9437133103529,5
812,2357640290567,2
474,1805569258379,8
512,7783346029319,3
878,5702220069090,1
43,2067922767303,19
351,1895453989571,2
713,0151871642124,3
115,3653673162048,1
107,2594350369767,9
957,4009369334302,16
819,8583445015331,1
436,1862446049925,13
979,2407291497997,13
328,6393746500502,8
231,1584320459179,13
899,1240276855693,9
438,7841933842878,16
893,0048217021487,16
367,2653233700025,18
274,4987926699043,4
693,5461085130450,4
719,4451345832478,10
533,6043527983771,6
699,4217650563052,16
453,1787194282335,16
367,6199691814332,20
818,5622227211479,8
807,8828552285353,19
79,8433476909799,17
512,0514284702296,14
631,4791766221049,12
925,6907688511191,13
90,5661828491330,17
610,4225477117303,4
952,1153195008326,10
166,2340545560859,3
750,0033909395489,3
609,5051417349508,16
755,8108521079825,10
420,8116849957275,12
897,6891428174558,5
452,6212926694445,14
573,9382391480533,13
771,2972375530018,11
125,7210527657981,15
860,5902392649957,14
261,1578644208520,9
354,6792570330093,17
804,7923435460870,17
531,1042622150632,8
75,6681124820893,12
815,5384838972452,11
127,9067768582927,11
328,5284581191547,18
745,2601368903286,8
522,2065731872157,13
446,7828627072667,17
197,4136333089682,16
311,1841242394460,10
573,1515882508326,15
354,3627393489457,19
840,5636947258157,16
237,2859469585072,1
836,8366822044946,11
603,0113989152711,15
456,8758618041893,10
764,2093159181230,17
811,4670363206140,11
70,2293446693921,16
539,5452238898235,3
364,3805081378171,17
495,8688892608768,7
552,4811216661215,1
406,3969491999019,9
615,4826573004599,15
606,5144166815506,5
154,2619003963380,14
289,3088325334670,15
693,5265979721102,14
625,2546299741128,1
58,3647798235879,15
607,2367574631084,4
180,4791355246828,4
155,6266632622643,11
298,5647347612340,18
783,3371566572155,6
510,6371273511963,7
403,2760665911315,20
935,8435418679852,20
758,8312169991863,19
818,8636040584136,19
242,5016928281525,1
547,7343061247506,6
202,0532265357204,9
582,2751636155661,16
235,2556738330622,10
824,4873114917641,2
952,7582083487655,7
260,3940257818515,20
338,2578616411469,13
583,6061356920033,12
261,8726622128169,10
66,8434020642322,15
701,2918800390925,9
14,3515949055730,2
236,0431086849915,3
602,6195261930150,1
78,3778651968648,1
36,3047981222950,12
427,5919140644997,7
64,9194912903434,19
708,1444815535149,13
969,3749115088899,1
763,5578064297599,12
727,1494937752719,8
177,7779915304512,1
500,5001144545117,7
600,0362263929536,2
393,4060600940027,11
353,4701461508505,16
731,2538730439619,7
749,1531683822447,9
558,0023467703451,4
353,2513305369591,2
834,4243387597053,7
168,0387767177887,2
379,0863718803772,16
727,4596560949577,5
172,6002081706783,15
628,0628800419091,14
461,3619493699195,11
65,9121679354575,3
558,3361302848453,4
434,1310913238711,14
513,1640131058892,2
288,3905761840551,19
969,3083958438757,9
387,7750132891320,10
777,4555552101393,14
922,6123800079626,20
380,4383895077903,15
574,3120834550308,18
527,4241459567874,6
847,6951881841432,8
458,0049805348986,3
490,9286545450765,13
240,3200051443970,5
216,9074039779184,12
995,7246022570401,5
324,4891205824708,6
674,2047787958177,10
308,2640747110952,15
438,8727157741076,10
528,0792157729902,13
260,2103053655321,16
11,1163315146821,16
132,2860747856302,16
190,8155795191364,20
206,2805479144716,11
563,8087895757860,17
899,0172530920339,15
953,3304317329715,4
398,6056296576747,18
583,9987884415476,13
974,0027700655637,2
109,8331952545847,1
714,5755835483652,13
134,9513789777205,2
129,0271177690022,7
542,9042899082096,8
771,9662332752289,16
321,0324928371210,18
765,1620916521667,16
311,5373093158190,7
927,4215967655262,12
40,0842043646735,16
355,1862391149305,12
174,2720407491697,15
186,0416674193533,20
316,2901044609250,18
934,9506519428690,12
67,3610333827396,15
263,5030430227321,20
333,7841350614355,15
85,7866734230129,16
176,2020968244696,10
713,1762206065168,1
265,5169773174747,17
985,8102163111806,16
201,9137166442205,10
891,0753685092258,5
767,2298527535176,5
210,3318988414687,18
817,9303748221692,18
21,9011138122190,2
594,4183013703093,13
402,6640733757747,7
971,0598922628605,1
265,3659404148299,9
112,2917322718385,3
922,2894649570165,13
562,9257997202516,13
122,0747658087099,4
902,0890366049160,2
513,1057091927197,3
361,2089213823833,18
3,7923237523315,5
169,4185226548744,7
627,5363130787230,9
671,3239562060970,4
181,7369496506032,12
776,7736248054965,7
321,6659126610262,11
246,7240400796209,12
566,5506200041553,11
681,6568025437538,17
624,9785425492579,18
283,2563616444357,4
576,5976195616409,19
500,3083904854037,2
319,5299941228818,8
635,2044710161147,4
901,6939687669863,5
860,9797555442478,11
890,7741467106128,17
989,7399912659967,6
739,3170123337905,1
763,5694048808268,19
54,7125184857264,8
668,4663496481058,11
802,7249391121137,17
445,2177021761413,13
211,7705284705766,17
560,7920037817132,17
498,7689365231965,4
761,9873248147636,6
14,0648513293856,20
400,3201776358600,16
169,6361097488275,12
70,9569046191499,20
519,5821842543907,6
758,7082891561672,2
263,3543234115326,3
822,6425033093005,1
644,4150752128227,20
169,7527150613315,15
924,7044710060643,8
483,1628413296484,14
589,4511306840284,6
7,6049580451486,14
380,5272790650269,11
772,9168483431276,10
667,8752503892133,18
636,7563455287301,9
550,4230255866540,7
836,8812827031189,7
334,9035617993545,4
341,1716405301466,8
100,0341958948984,10
275,6434048114162,15
853,2718134254067,11
752,6050169842632,18
921,7640364083450,10
610,8446512798615,1
920,8380336405215,20
112,1349253656602,20
9,6766934564332,1
758,8644306518368,4
61,5845608294148,19
172,5317460615831,7
420,6574824442949,2
886,4304250889221,11
698,4573091501856,12
238,8602409281534,18
914,7569121454831,12
761,4197738006513,2
714,0831563251628,7
234,6350337428164,7
363,2820997947144,17
699,6520946925020,19
857,5473480163896,9
938,5936632555456,3
597,7347471407536,2
707,0757815432273,14
886,2883441198325,3
202,0200195314610,19
310,0174932832012,5
434,6662293230614,2
817,0136380150209,14
508,8140118367298,14
451,4000509711823,20
266,0287203180382,16
512,7990226688676,17
730,4900056187235,17
554,6454447755001,1
711,3877134391222,10
518,8967055812755,18
227,2244352083054,8
344,0874639399565,12
293,9663561541996,1
258,5338853280016,12
681,8891436417645,19
501,7304758470119,16
35,5562126608737,9
362,6611304457496,6
432,2894619910977,17
471,2641127466232,9
583,1960632389111,15
936,2889252685832,18
544,7416226987064,3
949,7832549321154,6
545,6610628618613,20
372,9215738358854,14
669,5950951073606,2
829,0096179440822,1
82,4539890350798,11
372,5621681702837,17
854,9763945764864,9
247,1222999241304,4
739,7345971809058,14
378,9549149999437,1
763,2455314089483,18
369,2805328868121,19
492,1142953175837,3
441,9655757018450,6
223,1499668225266,16
579,8871658383294,2
57,4684429863888,17
76,9291265224718,7
973,0426143986412,1
821,9281736087010,16
369,2937217051151,13
132,1147892964580,20
271,4727516632490,10
464,1985215997682,2
805,6082995690538,19
398,5953757539017,17
310,2345668107240,13
959,3622541423963,12
174,8668999071498,12
319,3835762368115,11
17,8411440231831,16
129,9042386141565,6
141,8440060512730,1
42,8257448298892,13
81,9422720361529,19
970,6944254293679,1
31,1048775834801,13
846,2163399374829,13
188,0560404718869,16
301,9724729161316,19
259,2527732047489,19
387,9019134644234,15
651,9310709339310,10
159,4953405240600,18
459,4772037088806,17
308,4121248216803,18
830,8778310903930,18
725,7171208777704,14
407,2204927896960,13
933,3278011673477,6
954,3413998167032,9
901,0877289979903,16
331,9692750466376,11
759,3906531220375,1
260,0969451621014,18
409,3781076306506,3
502,4006881214679,18
923,0928589278651,19
550,9462729177844,11
274,3484426698541,4
678,5646426187229,8
791,7793384872501,18
252,0073321210359,1
550,0312302784541,16
141,7818848295419,20
764,9582258707524,9
858,1066124420611,10
206,2094132965540,4
979,8723001963007,6
649,6992757665110,5
850,6848356162119,6
445,6268289339264,16
186,4691143233057,9
556,8885659800100,16
212,1869513155664,3
90,1461755322851,18
859,9901906145400,13
56,1693587975312,19
905,3181065405928,17
50,1958658425753,10
483,2198154820211,3
732,3440426238880,1
578,6238218964027,11
399,8380131572785,5
453,2760129507801,1
818,8725887763764,1
799,8810310222977,14
555,7551449744282,9
737,3400922941509,8
289,4915201922135,7
752,5462605103930,3
36,5929809390240,10
228,9066455569326,14
222,9934027526124,19
723,8271222556244,5
799,6967958468815,8
839,2152494144444,5
483,5016326774094,6
971,6809561186727,14
12,7551289297290,4
94,1489303005124,14
627,2315378825956,1
123,1974245017965,1
236,0542271443006,12
319,1147648048762,4
618,7731658023686,17
996,9974127617902,13
678,4111782671886,9
6,7039441802044,1
164,5964315008470,16
621,9913769675253,4
114,3625439866163,16
968,4246180654299,8
739,9321525831957,6
424,0195990857182,6
53,2823355488372,3
651,1278848329310,15
841,5563318183650,7
871,3259844908912,7
365,0930322154399,7
548,3318397500810,14
621,7986086990776,8
897,5319503094078,3
423,2073103610986,5
633,4283638297141,12
270,7008091676619,8
17,3871022690879,10
669,2870527064124,12
541,9356050865542,8
292,7793882584609,10
80,4652009072388,4
893,6150162711604,13
205,1042776499816,11
415,4151202943933,18
589,0148675733769,13
872,0141520051520,2
177,7789463001405,16
92,9525530091096,6
858,2526163015364,6
936,5821941144203,11
705,4859633598929,1
18,9484047294539,14
900,7569949035656,4
203,3584521697644,20
520,1856762725717,16
899,2691201756377,2
437,0691472064722,12
654,6783563304429,3
146,7160672621231,4
52,0155395814173,19
999,8315755327565,18
399,1712996212549,10
519,4918267183144,20
110,5934268209682,8
981,5198522590897,5
30,0955950829976,12
731,9212362089499,14
532,8298119612647,7
808,7707165394137,11
231,2621525585155,11
303,2479735846302,17
70,7084043935324,2
836,3965671941915,14
777,9323990139811,19
335,3701822531365,13
273,1287937848465,19
42,2595109319965,15
492,1687965023559,11
43,9085735357989,8
76,4817798356631,6
476,4814380696311,6
53,4797753874830,6
441,6628429382121,4
396,7700377101111,10
166,1045019840536,4
986,2995434689977,14
977,3651948910301,5
716,9071690307084,4
326,7615675595367,8
669,6217565817965,6
239,3918689383956,6
418,7664298259996,14
771,7930615200737,2
445,7984286321062,8
602,0104921365092,10
476,9659904206516,19
549,9538608081547,19
926,9244967303069,15
545,6658981570995,8
911,4604755224429,2
59,0415447636178,6
541,2105363566533,16
69,5438186169528,8
565,7345258235327,19
145,1035305298165,17
389,3716051255258,3
118,2132043666436,1
317,1776919276445,13
29,2799856326027,20
821,1856415576192,16
59,4025643254760,3
840,6323546777965,18
616,7021083764682,14
301,4574419175292,18
245,6086033331056,11
963,6464403397183,1
823,0874970453513,15
99,0440848441823,3
239,3535829578623,18
74,5701933077187,11
299,5147941336265,11
220,3174087351700,6
746,1686030854005,4
724,5331901789486,5
824,5354314917789,18
334,9808887066680,14
342,0773859243965,11
566,3426845598101,2
543,3919342515196,4
717,7304165901312,1
430,2864984024579,13
771,9045253948144,14
536,5223783116576,9
191,8450763419250,3
974,5116664047000,19
525,4929745054566,8
587,1553182400629,4
1,6952939919257,6
533,1540134527282,1
814,6282919881350,10
6,7595562879599,1
582,5432056086946,7
989,8488603591743,17
476,8516238029741,17
853,9098131667101,8
22,3165376858246,11
879,0475303158022,2
320,9243793248117,7
787,2204275601834,15
808,0019000376787,17
299,5364052163317,17
850,7545776518807,7
550,8594297240277,9
385,8503101390732,3
30,0648928567566,8
45,5803685415092,9
671,2706665082594,12
286,8717348351450,15
437,1217092627582,14
898,5691024233847,8
987,0537680588707,5
678,8592864431943,10
36,0854467033831,11
88,0595901842724,7
231,6436323663761,19
839,7418625756654,17
648,4722051096882,18
799,8777402552438,7
915,0360815036435,13
622,8237256296587,17
187,7329106355412,10
894,6663026817607,4
381,2879357927388,10
133,4044490330946,13
750,7284450246536,14
540,8700188032405,19
546,1311377262588,1
728,7310998640397,6
607,2645514033212,20
581,8518029707111,4
657,4130133587683,11
403,3419462977893,20
900,7878928744251,4
175,9447250347690,17
706,2698729518074,1
153,3500841579415,11
466,5914670848495,8
239,3168527061700,8
305,1771069505438,18
528,4904697157589,17
715,8374823663592,18
684,3536997031989,5
774,7952085950820,8
679,6112524910674,9
651,1014872505456,9
897,7150835587443,4
436,6778001321908,13
448,7185518452732,15
771,1300392650715,12
364,0186453684490,17
380,0508377031264,10
62,0571687172576,20
391,7080988549978,15
695,6142875999189,1
440,1205906407291,13
665,5750214811385,9
737,6832568295109,4
626,6965193022700,16
61,8692027548379,12
245,3279756270754,17
24,7329672864493,20
766,1243638532768,9
829,5333832363001,1
31,6895965326289,18
818,0354815897677,8
529,7103132186734,20
272,2702702801456,7
863,5741914704046,11
777,4851994653033,4
781,3934809712772,6
760,2053603269075,20
445,3414884629412,2
241,0220637118989,13
485,8622179304172,11
833,6758166313222,12
397,5710230357106,8
230,1181742752361,1
690,3952667738291,13
989,2594700502950,8
744,3012294151914,7
25,8416888474840,2
849,8247646614563,18
342,1646812346616,18
211,5691701018576,6
999,3684519396433,10
982,8699320982893,19
552,6479388038334,10
541,3361103548798,14
535,8198542472095,2
680,1320135459979,9
868,0155104885395,2
782,9134105119914,20
180,8848134940609,17
905,8310056868359,18
709,1832831346540,14
859,1781834215257,11
421,0031503711308,9
130,7383322252207,1
180,6471218211740,16
803,3418696676756,1
856,7989581434752,10
727,5646459563854,19
264,4577209365071,19
710,4844715884540,10
486,0811352566294,7
847,1484576953455,2
184,2005749053568,5
439,2510295642246,3
214,7479404038088,8
247,7283095743967,15
445,7549602225693,16
517,4825223752729,3
744,7123300770152,4
312,2697229295461,10
842,8208212335183,11
225,8427071681501,20
873,4971947352476,9
219,4727520381179,9
487,5864407425874,8
637,9169384946722,9
748,7893384803762,2
708,7024946783288,10
434,3824764963220,17
194,2146354431140,8
644,3912398614912,19
613,8662451043696,20
744,0829580875200,15
131,4716520237043,7
655,2986109123865,19
862,6868425615735,1
666,1109086759501,7
461,5608899780123,3
185,2204812751435,5
593,9570510972209,19
34,4216003205861,1
207,0249584478373,6
479,5545877489206,5
79,4041385333075,5
130,6933345652020,3
870,2804736272247,3
928,3195375619944,8
950,5762414193680,8
385,2130163470032,3
946,3051856203494,10
730,0036283484442,13
568,8174411615923,20
791,4689623961101,18
26,4155278481511,4
804,8401325128165,13
23,1063343547853,2
686,3685013582957,8
11,8356358824228,14
916,9651210825818,3
611,7134904404275,14
176,3560513421091,7
951,3425205628892,18
170,7018926086742,12
319,3683118655941,2
884,8435825336386,13
991,9921867190752,13
505,7842949569780,6
868,9667848117799,13
254,6713113331285,3
320,9901726499516,20
95,7632573022870,6
79,0387390646798,12
2,5416123625122,17
601,5536719328593,9
524,9334860261945,3
727,4623723024670,4
618,0748642633094,3
213,3949302860783,6
965,4760763057838,18
951,0092319757775,5
714,7905308311571,15
538,6448732648697,3
777,3188868112787,18
153,2651152751494,20
261,7902687989605,3
872,6021707466887,15
599,9890661131295,2
367,2510599304314,17
510,3188029429846,1
476,0998665936119,15
583,3727697248054,8
849,5509283161460,15
731,9652499031228,19
112,3996798976283,2
447,1567101141647,9
382,8047223007524,11
29,5302071708768,13
63,9057458357126,12
719,0768725794979,4
790,7516759860626,6
896,0670772126743,13
116,2439953584271,10
824,5799101798477,7
225,1046767980567,7
828,7276640780951,11
832,5301588772958,19
532,5155932427601,13
138,8920214442910,5
245,0656739104641,12
495,2756337356744,5
100,8346931782731,4
689,3228970169931,15
777,4187516174978,7
811,8894741062074,18
970,8039561731360,1
233,0729688211194,2
204,9240188536811,14
397,3472257828268,18
497,2517859966299,13
983,0558439416300,8
61,7978799445643,5
703,7918452424233,17
164,2268917153044,1
753,6286220259822,11
473,5649921998598,6
225,1251305797297,10
355,9521847639426,1
780,4499467415414,3
873,9103772735970,9
295,9569668340923,17
262,1863835477749,14
185,6805264909502,2
203,7911787312428,7
89,0123066044532,2
720,7559131631681,4
534,6471093648457,2
738,8154205728039,11
768,4847142398284,13
301,4036077518694,4
634,7317850929058,19
500,5520336759557,20
455,1566379743775,13
748,9274363323156,2
22,3336779835503,6
757,3144479504755,14
25,4656556726084,2
299,1564706478345,16
63,7976378280753,13
764,5005077079855,13
986,1503742173487,20
714,5281692750854,8
604,7017855730054,7
455,9395184337235,11
750,0381353728637,4
381,1279699074176,8
940,1230383449892,15
921,1631636673901,6
985,4092990931149,17
612,5371501845496,11
405,6258859261187,5
498,1091603576251,5
998,0132238763300,14
645,7520617968980,12
9,9037973939755,1
766,6882716660914,1
696,2652568415765,7
416,9714924937991,15
276,8173078225780,20
234,0815940842739,2
990,9294391460777,11
876,8160671715893,15
788,1976254043348,2
355,7797879440626,20
759,8933576112438,5
52,2254971957377,10
412,5689243917471,5
850,9637182142382,5
713,4756636452862,7
567,0379846803251,16
91,7137039098227,18
459,7048244654729,3
789,0701704915705,18
483,8064623756951,6
867,4073140759813,12
640,9496707188768,16
88,9354088292897,11
661,0927477925271,18
139,4721537552652,10
369,9093036762654,2
249,3182158406686,9
52,2441303659942,3
405,3294863634336,7
67,1651479973907,10
110,2182187849738,5
640,7768112380801,18
622,1179275378509,4
686,6918623610374,18
944,5471348564502,18
214,6000428897781,20
219,1328070216169,8
750,3184882488273,9
872,3658931446878,13
678,1313874757604,11
548,4096095702185,13
249,9427689165225,9
18,9879427949626,9
582,9605716958129,7
574,2050724074755,7
910,4868336838409,18
140,9783030199890,12
456,4179509142712,6
565,4582396058262,8
19,1901012681814,2
311,6810342660763,11
843,9130609179492,8
241,3035271993925,9
947,0914978762795,15
661,9074162710283,11
805,5389964546195,6
197,1382731012989,20
37,6754847237481,14
840,8913232611475,13
715,1695623066985,2
847,4087110623905,8
210,6664746287893,9
486,2696719238209,4
180,3865285139626,20
926,8203223331292,4
942,3107642554131,13
485,7011621301387,19
594,5815008465479,9
180,3854329218915,17
878,6842077374547,11
217,8923132808899,19
974,7968997626883,1
23,4685976443547,11
864,0791972851645,6
892,6766913773403,8
101,2039160509489,7
953,6701366590030,9
249,6110435403360,11
588,1354581941443,3
715,3773275831934,7
51,0674771365011,6
820,2398856585900,5
423,6872376994085,3
854,2917786228468,8
689,1687583166263,10
646,9259271939187,18
183,9841927701783,15
849,2956400639334,4
183,1071869015138,4
190,2325362048612,1
344,1278910365628,14
967,3580968965773,5
700,2822765818953,8
522,9388386682715,12
531,6081885612285,15
490,3265807056590,17
730,5679919048011,19
592,2100696888314,1
721,7778395680208,20
914,6018989638507,18
868,2818385154632,10
128,1305545984945,17
103,5557655385587,1
903,7462762176356,15
619,5042417696631,17
220,3058498672091,18
631,5522957203112,20
94,6674470271815,20
799,5796863187693,19
89,9862150219081,18
212,7548500173945,20
589,1186380038310,2
107,8242594405904,3
924,4702102738350,6
598,0267153267319,7
483,8353408770269,20
727,4892154456057,1
626,4901812892608,16
473,2417120215791,10
444,5626377758129,4
611,8904234271859,11
92,2116536217138,2
643,6906913046989,15
787,5343004122107,7
135,8500865942962,16
86,7903193483632,19
49,5262297676053,12
214,3209937712278,14
946,4515419211870,7
919,7399049760963,2
831,1736273851887,17
823,5277327630981,13
305,4344421689342,13
304,0137535113162,1
180,1827698126374,5
919,5618728877573,9
52,0603854965619,16
661,2137818463043,5
695,7209830438721,18
92,0473896591042,13
983,0693221281459,12
71,2837638275719,5
379,1079654743457,7
527,3982378196400,20
474,2917045279507,6
284,9912703693957,6
