ID_PEDIDO,ID_PROVEEDOR
280,80448297
281,69475863
282,16829831
283,42843498
284,82693480
285,46775542
286,92137455
287,47898042
288,31984898
289,50963768
290,09137899
291,41691229
292,34335420
293,70316940
294,89750988
295,21354694
296,41469187
297,76744785
298,97476580
299,46932051
300,72441480
301,95697123
302,58591727
303,26659985
304,86257701
305,35439790
306,27788240
307,86402194
308,89674970
309,80988496
310,01774696
311,19722207
312,18236422
313,81080816
314,49800661
315,48070447
316,49406306
317,17550208
318,35878650
319,75829773
320,64430904
321,96666098
322,57231549
323,66438892
324,67342181
325,89748503
326,98764839
327,25024340
328,89239018
329,67264360
330,26759920
331,77122513
332,98195312
333,08055866
334,11453291
335,08135346
336,67471966
337,89490600
338,81654949
339,23108004
340,30621862
341,64426563
342,36867608
343,05995141
344,72691274
345,10963364
346,07548956
347,95053066
348,68553517
349,87921687
350,06716967
351,29768684
352,31295888
353,21650444
354,47128934
355,90395161
356,76421846
357,99149345
358,06248055
359,11778257
360,61239043
361,68197988
362,19195025
363,66828235
364,35466369
365,91996183
366,78103832
367,15048554
368,71375281
369,16915657
370,06041939
371,27691298
372,13334635
373,66023760
374,45153969
375,83952203
376,92240773
377,50309597
378,61156326
379,72809082
380,49970616
381,30973299
382,30120402
383,50391530
384,39943880
385,24387217
386,01412628
387,87822359
388,02798929
389,10071625
390,41791561
391,51693435
392,77057112
393,24364843
394,74458004
395,71648101
396,41372357
397,64289342
398,44440176
399,80433330
400,04601555
401,29805938
402,06926014
403,52236112
404,92960183
405,47747128
406,58103593
407,86764353
408,58655214
409,30155251
410,98678082
411,47312197
412,25286359
413,08169297
414,28533023
415,15349668
416,39923875
417,90743245
418,19872063
419,98681426
420,14268809
421,18356304
422,43076819
423,20469399
424,72543450
425,11921721
426,45650178
427,80329992
428,43728329
429,08313508
430,34183434
431,10324905
432,52011337
433,27233535
434,04904540
435,53282255
436,75423292
437,26010755
438,31217101
439,68138752
440,67528387
441,45464898
442,83616884
443,09247376
444,43468546
445,30537170
446,89300473
447,85026254
448,65549063
449,38749032
450,70510003
451,93586092
452,87984514
453,92900615
454,14498039
455,45011245
456,31590525
457,09464377
458,44575373
459,48427012
460,76799556
461,48717458
462,97703990
463,73235972
464,41551981
465,54484955
466,96005576
467,65804605
468,47422360
469,14013577
470,50372690
471,12720835
472,07990274
473,93671453
474,75846091
475,12798650
476,67250325
477,68311216
478,23764392
479,91437594
480,32692921
481,57145198
482,33402222
483,23910423
484,57709499
485,92428416
486,19106465
487,68439163
488,74907915
489,44541910
490,45365621
491,28576914
492,42136668
493,55522540
494,86474450
495,40749082
496,69025983
497,36162369
498,06813505
499,46029065
500,01181234
501,43068401
502,41573754
503,73751786
504,64870922
505,68351205
506,61839885
507,83328169
508,90785412
509,91939517
510,60056672
511,05489305
512,79912266
513,56352528
514,10542293
515,50413454
516,81486199
517,38367175
518,80832874
519,57371061
520,34432471
521,33000596
522,30046702
523,95304830
524,76528880
525,27814222
526,20733254
527,13994808
528,85692992
529,27369395
530,35643173
531,99085339
532,52033629
533,83564796
534,64323831
535,81585915
536,25925548
537,58803844
538,59257219
539,15288905
540,75224417
541,06811969
542,31648165
543,47251144
544,02769226
545,27348703
546,30079380
547,25746792
548,11117759
549,60431134
550,43851751
551,57145198
552,71219615
553,05625222
554,27883419
555,95053141
556,15866820
557,87162769
558,93185103
559,04015918
560,39594358
561,40233765
562,19183336
563,20745554
564,72569313
565,44184773
566,39070517
567,25149784
568,64491363
569,18627336
570,87465457
571,30541498
572,76537929
573,22138187
574,09866850
575,72089279
576,86103145
577,38690808
578,63679526
579,16862289
580,34373811
581,01873047
582,02112718
583,59725114
584,51688660
585,50480197
586,98604289
587,80448495
588,05897896
589,73332619
590,12327256
591,34729120
592,06322021
593,45514333
594,94728163
595,60976420
596,60253422
597,25972801
598,39594358
599,79578806
600,67965083
601,37053871
602,14354717
603,30819139
604,18479430
605,02705163
606,69049286
607,47081079
608,89918159
609,33414768
610,56219944
611,63651485
612,63013764
613,53596215
614,47791695
615,76865213
616,94442359
617,00878371
618,01655995
619,21498954
620,93297363
621,16805545
622,35933625
623,24569385
624,51607043
625,53507938
626,61122628
627,06361051
628,13666675
629,35487340
630,46134714
631,95306346
632,71189086
633,16842113
634,49584271
635,93735780
636,27462683
637,21008900
638,20426729
639,45563805
640,34209417
641,41058701
642,67721443
643,71003856
644,63838558
645,06704780
646,91106179
647,81480777
648,05062256
649,08601377
650,22448149
651,22662415
652,31795562
653,81926015
654,93061827
655,18982411
656,10561119
657,43043040
658,39107367
659,13998677
660,41910856
661,98850853
662,99496678
663,65669174
664,21705960
665,27469040
666,25663419
667,21944789
668,05482535
669,53618269
670,35242543
671,64170695
672,10870600
673,72743119
674,42692362
675,86356152
676,43705450
677,60732996
678,84156686
679,92093133
680,71596266
681,78251953
682,46016577
683,02756363
684,57315812
685,09809901
686,65849880
687,69712371
688,98571543
689,21587740
690,77812964
691,74263479
692,45953767
693,56735550
694,73845119
695,17246606
696,75950156
697,03357569
698,18895452
699,07390289
700,12825363
701,17791618
702,23232167
703,18706079
704,37804336
705,38605802
706,28513223
707,64786933
708,42054443
709,23573802
710,33271767
711,64553580
712,78014909
713,69475863
714,39990587
715,54710085
716,48853453
717,19307626
718,62965118
719,43288175
720,96308240
721,07105395
722,69814785
723,40869131
724,68817756
725,71478456
726,82236250
727,36196845
728,85216815
729,40570228
730,01586046
731,37077129
732,43749201
733,98059911
734,86640657
735,74850440
736,00909037
737,06983215
738,37389543
739,83083310
740,44553128
741,30932005
742,27418529
743,89912041
744,60086631
745,67175567
746,10647189
747,11274629
748,55685122
749,72777060
750,26419039
751,63884227
752,61301474
753,64489483
754,11945666
755,79827331
756,65345177
757,57246307
758,10613740
759,22165442
760,26726496
761,14172434
762,03188705
763,87896350
764,76953873
765,67366019
766,83983306
767,65159460
768,44776923
769,57392905
770,18171686
771,84899125
772,24289023
773,29167401
774,62962940
775,27809273
776,12843190
777,82598860
778,58707937
779,86900683
780,82428303
781,78424586
782,29053148
783,87756470
784,87272765
785,68439064
786,61247161
787,94403039
788,22200570
789,35530701
790,47236554
791,46137944
792,19184395
793,07417566
794,15699473
795,58439630
796,75015343
797,68285654
798,72065549
799,05757350
800,88230474
801,81185139
802,96803837
803,86516105
804,91546814
805,86866088
806,90634604
807,32771565
808,57016658
809,80574606
810,78683310
811,67561346
812,08521347
813,87553161
814,99908959
815,23394087
816,16519121
817,99429447
818,29663392
819,28109716
820,36481385
821,60391261
822,35410652
823,46105394
824,06819804
825,36518623
826,38629235
827,23927568
828,60126276
829,80840015
830,46294340
831,50611614
832,29885701
833,88222196
834,74590018
835,20710361
836,33816128
837,27603987
838,13211134
839,04174851
840,31241052
841,50298655
842,79409964
843,87042498
844,75974626
845,27960479
846,49322958
847,09010352
848,06093891
849,93607933
850,63914757
851,83427558
852,80987277
853,63252781
854,31360425
855,05850761
856,71704609
857,53766571
858,39816719
859,01089578
860,73913115
861,88474250
862,08197436
863,17588942
864,92306356
865,16772427
866,44595364
867,81401635
868,42990048
869,23927568
870,49820195
871,10455760
872,37535827
873,50890071
874,98341726
875,17238748
876,54556508
877,35084174
878,95592640
879,98672073
880,60410924
881,89884881
882,73079743
883,37044831
884,51819828
885,12775026
886,64308128
887,18086454
888,37805135
889,94081596
890,32618969
891,06817909
892,07277054
893,45372650
894,92908611
895,07747014
896,30625426
897,27349649
898,84834287
899,16730786
900,56803686
901,62259255
902,26964850
903,47563674
904,70558791
905,62740463
906,66452249
907,25382129
908,50440153
909,07382567
910,44271015
911,18686159
912,86150286
913,06826345
914,07831959
915,18484625
916,15459718
917,51607685
918,93464680
919,72337073
920,69381140
921,96275184
922,07388156
923,41862674
924,45154256
925,93918022
926,44086848
927,94079845
928,94013283
929,70452488
930,43837045
931,29829262
932,72651087
933,14607240
934,63317893
935,55741262
936,31535113
937,42943778
938,86164290
939,93692236
940,48282642
941,69637605
942,94435306
943,53579546
944,02320595
945,03532157
946,31367929
947,16360457
948,36998227
949,03452905
950,10861899
951,49883435
952,37309060
953,38547430
954,73731238
955,81813841
956,13484767
957,60726629
958,20229276
959,15615329
960,08699381
961,76300578
962,13794293
963,18602562
964,29924585
965,66732679
966,51191252
967,70264593
968,39346612
969,52311154
970,66018650
971,53849793
972,45415579
973,65065365
974,85170414
975,23482661
976,08176455
977,07227035
978,61107618
979,13453237
980,14006135
981,65755730
982,38715952
983,90187438
984,46265487
985,21935725
986,28159520
987,96989357
988,14280290
989,68545413
990,24085366
991,76957444
992,43948154
993,91733924
994,75376475
995,12571154
996,64408910
997,10965412
998,13925581
999,24239707
1000,41389294
1001,83000898
1002,85374003
1003,12117000
1004,05871070
1005,57843216
1006,44471606
1007,76017186
1008,05038909
1009,78280632
1010,29087068
1011,66981060
1012,59868835
1013,49818062
1014,15567628
1015,66813774
1016,33373669
1017,88227191
1018,59479307
1019,86721547
1020,25991116
1021,67761586
1022,04616740
1023,05076925
1024,49820713
1025,94568745
1026,12581009
1027,42211280
1028,58665077
1029,89785683
1030,38958847
1031,49825572
1032,67737895
1033,93548939
1034,25666724
1035,09315730
1036,00397971
1037,88822006
1038,68995201
1039,62316040
1040,18693218
1041,48542708
1042,82779627
1043,92330436
1044,45555299
1045,90290428
1046,32145465
1047,01202656
1048,59761938
1049,06006716
1050,44925666
1051,36864423
1052,54356993
1053,72852781
1054,86639781
1055,00020978
1056,68430290
1057,04516248
1058,71076010
1059,98059539
1060,26974804
1061,26750347
1062,94188899
1063,91256829
1064,38812545
1065,72760871
1066,23238558
1067,16579194
1068,85141063
1069,58138960
1070,41827727
1071,08810007
1072,71858258
1073,93880244
1074,91102966
1075,82516666
1076,07560774
1077,66969501
1078,81651115
1079,64752525
1080,43770946
1081,46128317
1082,60701770
1083,99133351
1084,67064151
1085,58088654
1086,67358656
1087,84160720
1088,97255079
1089,32609455
1090,21268984
1091,69732065
1092,69499975
1093,09655089
1094,62329538
1095,65572887
1096,60120489
1097,83370908
1098,84935007
1099,01804652
1100,07902314
1101,19966724
1102,26697857
1103,35584322
1104,30750937
1105,82779252
1106,97263098
1107,29775347
1108,09047242
1109,94559842
1110,02952451
1111,91687531
1112,69079948
1113,57589404
1114,48794480
1115,56298581
1116,36073344
1117,29540082
1118,08468697
1119,54392717
1120,25745269
1121,26808635
1122,27386675
1123,16060920
1124,98820184
1125,38559136
1126,80695370
1127,42223290
1128,98660810
1129,56132359
1130,49270044
1131,71128719
1132,69378850
1133,54970915
1134,30292796
1135,34333327
1136,27485866
1137,06806347
1138,43998906
1139,54154421
1140,37092313
1141,52406386
1142,86910439
1143,90401466
1144,88894782
1145,80760825
1146,55601139
1147,77510525
1148,09126961
1149,94035674
1150,57450568
1151,76525148
1152,92974401
1153,90819544
1154,93453554
1155,80965855
1156,51595883
1157,80835431
1158,02118215
1159,40984704
1160,38281341
1161,67398317
1162,04648239
1163,16294363
1164,18562095
1165,28762027
1166,68323622
1167,57234212
1168,38741289
1169,15035417
1170,61741652
1171,41265994
1172,42242673
1173,41750797
1174,12265008
1175,14325465
1176,64261430
1177,61610019
1178,45859908
1179,67079827
1180,50530298
1181,30112865
1182,05902903
1183,80247586
1184,12846566
1185,01395419
1186,20649777
1187,41284421
1188,34987674
1189,06236694
1190,86121934
1191,37512378
1192,08665836
1193,30636903
1194,10709764
1195,81856947
1196,05478354
1197,53019929
1198,10384046
1199,94276619
1200,56415797
1201,70628081
1202,71312637
1203,89452455
1204,19336831
1205,18258417
1206,22366320
1207,67659609
1208,58324530
1209,06295745
1210,66057345
1211,14529160
1212,22952509
1213,75019181
1214,51073640
1215,72599792
1216,74860586
1217,49096293
1218,33820422
1219,87120134
1220,84962614
1221,42646174
1222,45745171
1223,81311408
1224,24921510
1225,03226490
1226,04324218
1227,21759406
1228,43822089
1229,20601249
1230,79370363
1231,74389179
1232,43713974
1233,17505727
1234,89956007
1235,88372396
1236,80692607
1237,21847233
1238,92918887
1239,86418027
1240,26111667
1241,00691260
1242,37477004
1243,29141210
1244,01824629
1245,86010207
1246,73139027
1247,69562839
1248,72085882
1249,86492614
1250,24413169
1251,26274645
1252,87086553
1253,61158948
1254,11818830
1255,25392876
1256,06559304
1257,37249564
1258,94966831
1259,51923044
1260,90559266
1261,53704245
1262,74207817
1263,62278904
1264,73345640
1265,65796634
1266,91879189
1267,07028519
1268,60662040
1269,23262843
1270,58900321
1271,19520124
1272,06503772
1273,15751508
1274,77641472
1275,50810635
1276,12884636
1277,58623435
1278,23167452
1279,42258049
1280,18346145
1281,45496660
1282,28921776
1283,81981076
1284,25285604
1285,21881671
1286,89813331
1287,11286554
1288,38805264
1289,30115101
1290,39616647
1291,08648907
1292,41557662
1293,96368985
1294,30014688
1295,16168459
1296,21650444
1297,89459485
1298,74547586
1299,73379676
1300,90649745
1301,92870970
1302,49645866
1303,12347131
1304,72478592
1305,84004154
1306,03414538
1307,14005879
1308,97365976
1309,67447718
1310,51753764
1311,61125988
1312,32367911
1313,56604399
1314,78008113
1315,67737895
1316,02611785
1317,40039541
1318,43655298
1319,93598576
1320,85891685
1321,44765484
1322,16737266
1323,48973458
1324,36798841
1325,06125134
1326,65799000
1327,42335931
1328,77611451
1329,75073626
1330,49731217
1331,41104910
1332,63537482
1333,17515436
1334,28560357
1335,30104730
1336,72286487
1337,58723869
1338,24782975
1339,84573568
1340,34592298
1341,11117025
1342,57167695
1343,79326896
1344,78280656
1345,14284342
1346,02513522
1347,61471047
1348,38513848
1349,96610053
1350,63947472
1351,65124116
1352,29808243
1353,49147506
1354,86752633
1355,02071411
1356,41548820
1357,32222555
1358,28945253
1359,68321673
1360,63274530
1361,47185357
1362,65306628
1363,32998238
1364,88649238
1365,44093358
1366,92887008
1367,12916191
1368,46141576
1369,57454092
1370,97031963
1371,06011369
1372,06803865
1373,68348731
1374,50951130
1375,17682688
1376,42622956
1377,37489915
1378,13761073
1379,61743649
1380,28257462
1381,93051101
1382,12305438
1383,36048816
1384,47409873
1385,49359770
1386,19980973
1387,32479225
1388,12663392
1389,66223252
1390,44255596
1391,11433262
1392,63474312
1393,51994914
1394,50799329
1395,05598649
1396,42074809
1397,80254300
1398,96534977
1399,08531490
1400,99238339
1401,79685733
1402,18685121
1403,96923481
1404,33862019
1405,34897751
1406,00597555
1407,87108446
1408,99049003
1409,80143079
1410,87940329
1411,42343431
1412,57034164
1413,20320720
1414,40687612
1415,06067021
1416,64004242
1417,03388082
1418,14454363
1419,41029633
1420,12938476
1421,18101416
1422,57120898
1423,57565095
1424,06413057
1425,64294711
1426,57316987
1427,71966823
1428,79047302
1429,69322921
1430,40882581
1431,72162200
1432,41574249
1433,73159346
1434,16426955
1435,47453548
1436,30508361
1437,49343830
1438,16524088
1439,90759543
1440,52696350
1441,47742697
1442,26564708
1443,98082889
1444,15825919
1445,90822582
1446,79509176
1447,01938067
1448,61898646
1449,94586909
1450,27339480
1451,34627235
1452,31864930
1453,47514560
1454,17953894
1455,03309865
1456,19954905
1457,94687224
1458,19959344
1459,20844295
1460,66521396
1461,92944497
1462,15872166
1463,92883055
1464,85908963
1465,83990632
1466,15217141
1467,57628080
1468,29303687
1469,63321890
1470,82474560
1471,30132825
1472,53988553
1473,72467688
1474,44759469
1475,42416197
1476,17895361
1477,51270025
1478,51430481
1479,32096781
1480,17573917
1481,83952487
1482,06528928
1483,90578298
1484,68770853
1485,66684206
1486,41046685
1487,42514671
1488,49522808
1489,63308105
1490,04072898
1491,23768031
1492,84605931
1493,47864368
1494,93433556
1495,26897752
1496,42838906
1497,16364721
1498,00590105
1499,51257361
1500,62884020
1501,55241694
1502,00544047
1503,44703196
1504,39809872
1505,08869647
1506,78087842
1507,47558625
1508,37828950
1509,98452026
1510,90844492
1511,39367730
1512,32783001
1513,62514590
1514,12684274
1515,35213383
1516,21395291
1517,72155912
1518,72648506
1519,74093816
1520,21675324
1521,24332453
1522,16658110
1523,07552304
1524,38206009
1525,44106164
1526,79426107
1527,58968475
1528,90366284
1529,42898016
1530,90661112
1531,05712328
1532,87429893
1533,20019280
1534,44029197
1535,31040419
1536,23174238
1537,68176990
1538,16687752
1539,65792087
1540,37932190
1541,32065671
1542,27164730
1543,25493313
1544,78727809
1545,61739406
1546,93346238
1547,58781050
1548,32449686
1549,41547632
1550,46200570
1551,30204560
1552,43054312
1553,56009590
1554,56373974
1555,21130472
1556,01204391
1557,83670848
1558,10375617
1559,58361429
1560,05048366
1561,95106670
1562,68267339
1563,36009916
1564,36489978
1565,44599980
1566,23133723
1567,49803419
1568,32795875
1569,53622341
1570,67257515
1571,54129863
1572,98729890
1573,86018616
1574,39208682
1575,22881342
1576,66103448
1577,62246644
1578,99801427
1579,84118950
1580,31227360
1581,29174638
1582,80728030
1583,57759531
1584,63960303
1585,07305306
1586,59400790
1587,13961534
1588,87964608
1589,59253914
1590,92093935
1591,53273123
1592,08693181
1593,62026765
1594,31372398
1595,75747992
1596,88031323
1597,26694887
1598,17321068
1599,06641313
1600,29064571
1601,74639717
1602,76679155
1603,50363193
1604,03572245
1605,58786321
1606,17169042
1607,90270666
1608,22356185
1609,28473169
1610,02526232
1611,16706750
1612,06397050
1613,25861839
1614,08066060
1615,55028394
1616,11169918
1617,92499584
1618,06480882
1619,24999939
1620,96653838
1621,39760982
1622,93544245
1623,36874255
1624,81981021
1625,94577310
1626,44281908
1627,52407253
1628,76273377
1629,88748214
1630,87827668
1631,34765913
1632,13671242
1633,57492315
1634,04896487
1635,33899350
1636,76115530
1637,83470660
1638,74394296
1639,06845537
1640,30786790
1641,30035744
1642,68549398
1643,50879120
1644,23094826
1645,85112001
1646,05068722
1647,45618260
1648,92769984
1649,10948439
1650,53091192
1651,42309154
1652,51491062
1653,68565688
1654,80261674
1655,98439478
1656,90783128
1657,83584794
1658,04194415
1659,59093893
1660,32870589
1661,58504048
1662,89480953
1663,26004334
1664,46111197
1665,83841163
1666,83458873
1667,74466603
1668,17088923
1669,39686411
1670,30023451
1671,21314421
1672,88121840
1673,63936483
1674,74714179
1675,83830914
1676,36074976
1677,77237910
1678,24901284
1679,50964710
1680,94738476
1681,23047259
1682,67362516
1683,45023569
1684,79326896
1685,93146456
1686,04208822
1687,70291797
1688,39303479
1689,97365976
1690,95182360
1691,86043885
1692,98022298
1693,50530458
1694,42937234
1695,12571154
1696,94283396
1697,68011512
1698,39290625
1699,39818195
1700,78686694
1701,61025721
1702,91549655
1703,40540832
1704,42205739
1705,95302393
1706,68274931
1707,53263810
1708,12600571
1709,49070798
1710,01171143
1711,50925940
1712,13094942
1713,61877887
1714,93345897
1715,10036853
1716,71733340
1717,22000255
1718,17873277
1719,27465776
1720,26961668
1721,33721989
1722,95055664
1723,08005069
1724,29134274
1725,81236978
1726,66180739
1727,44022068
1728,55270991
1729,11094838
1730,34658871
1731,17764209
1732,97305842
1733,64418261
1734,59979777
1735,36657414
1736,72534199
1737,83578496
1738,80947158
1739,22387424
1740,63731323
1741,07878886
1742,51919030
1743,76197819
1744,40765037
1745,51007959
1746,57768489
1747,90169106
1748,00329712
1749,67752027
1750,79662628
1751,27093733
1752,05654215
1753,01169676
1754,26013657
1755,05385263
1756,07749520
1757,24080118
1758,67679102
1759,86447874
1760,68814021
1761,43335046
1762,70588224
1763,09657076
1764,56141634
1765,85904354
1766,53721754
1767,66960782
1768,90781612
1769,59200512
1770,11633044
1771,16139336
1772,64231532
1773,35279600
1774,91956415
1775,64316567
1776,17060196
1777,50582488
1778,63245608
1779,45241338
1780,61977815
1781,25602906
1782,78050877
1783,81521180
1784,11109143
1785,37167998
1786,74680993
1787,77175243
1788,78386259
1789,12403202
1790,16135628
1791,85671034
1792,70511079
1793,69660597
1794,10822036
1795,70660661
1796,26807966
1797,52033629
1798,13584641
1799,16293120
1800,97594710
1801,27665169
1802,51510213
1803,53246981
1804,54460539
1805,44629434
1806,49844665
1807,83818820
1808,82780586
1809,50500116
1810,47187153
1811,19104584
1812,81334520
1813,06360313
1814,35377351
1815,42005933
1816,68083458
1817,94929652
1818,30211636
1819,64959870
1820,16398580
1821,33016207
1822,06597887
1823,70328974
1824,36499397
1825,04425298
1826,25359633
1827,56684759
1828,44884949
1829,74771004
1830,34134887
1831,96361054
1832,63885347
1833,57162928
1834,64027609
1835,08905468
1836,15572301
1837,00795418
1838,15322685
1839,54101548
1840,63440478
1841,12906642
1842,82743437
1843,54368033
1844,72411704
1845,78554627
1846,04279693
1847,64390475
1848,22948649
1849,25822861
1850,59780472
1851,38910821
1852,43172764
1853,46312594
1854,72044070
1855,93179041
1856,14176487
1857,06152772
1858,16653092
1859,22990785
1860,67396504
1861,86629256
1862,87892499
1863,12128273
1864,83145209
1865,67044207
1866,26347714
1867,43987382
1868,59401117
1869,31688338
1870,47007338
1871,02133461
1872,60074799
1873,36798933
1874,88488967
1875,71354804
1876,64149233
1877,11795698
1878,88645360
1879,54726031
1880,87624366
1881,44095765
1882,72830857
1883,73509646
1884,57208947
1885,66718505
1886,92701359
1887,74527373
1888,88691961
1889,23367449
1890,63651485
1891,73855859
1892,32660227
1893,80448297
1894,17132046
1895,78082830
1896,77061911
1897,73191339
1898,13178581
1899,02468501
1900,35227045
1901,63296297
1902,33554433
1903,08668806
1904,83918735
1905,88643250
1906,57331324
1907,87123937
1908,14067082
1909,68082253
1910,95468976
1911,20021511
1912,75299934
1913,56690668
1914,08546111
1915,68274207
1916,17275972
1917,81807857
1918,12862191
1919,76373589
1920,23646568
1921,74547326
1922,64736549
1923,17514965
1924,18037548
1925,84156396
1926,05161515
1927,25899238
1928,40869377
1929,49152302
1930,62873314
1931,21291500
1932,53791276
1933,31987585
1934,07761799
1935,69162138
1936,66195696
1937,21654985
1938,59964704
1939,83983306
1940,93998895
1941,24216685
1942,71599106
1943,49654868
1944,69770692
1945,41996997
1946,96027424
1947,61925205
1948,08886170
1949,48932394
1950,57097220
1951,78926882
1952,10666272
1953,85378599
1954,37123444
1955,10258637
1956,60625113
1957,37657413
1958,25222432
1959,03913857
1960,25593167
1961,64667829
1962,70831535
1963,03771877
1964,54737648
1965,19496719
1966,66565215
1967,00782326
1968,99354152
1969,66689768
1970,05680993
1971,43269723
1972,61217393
1973,97093008
1974,74793907
1975,74118243
1976,79546942
1977,41134702
1978,34481967
1979,86538039
1980,10616031
1981,75410797
1982,99601614
1983,23732858
1984,37234188
1985,15840226
1986,60441546
1987,45126406
1988,25578973
1989,02505879
1990,55290845
1991,61415331
1992,80141747
1993,85502956
1994,28354703
1995,84733481
1996,09717527
1997,16229303
1998,35744955
1999,85084896
2000,27557174
2001,65968420
2002,67267491
2003,37557454
2004,19798059
2005,91542441
2006,11147299
2007,46959164
2008,65983539
2009,07023804
2010,36831074
2011,55811217
2012,50940011
2013,55152143
2014,73048220
2015,22922472
2016,05625031
2017,84846136
2018,27544563
2019,48568722
2020,82744670
2021,00916301
2022,63502886
2023,56715941
2024,49562958
2025,49687330
2026,73578963
2027,98158249
2028,65879207
2029,04179672
2030,45504877
2031,68643201
2032,93351058
2033,92568785
2034,23430280
2035,43788118
2036,75163815
2037,57012346
2038,33016207
2039,10704202
2040,45922954
2041,18987553
2042,57912554
2043,42566601
2044,54828308
2045,88458748
2046,70963038
2047,60378910
2048,86435734
2049,27157404
2050,31641319
2051,46098047
2052,49134544
2053,73185420
2054,11279235
2055,77088772
2056,75506780
2057,41559932
2058,93110877
2059,01220865
2060,24068840
2061,00739214
2062,39940056
2063,65213650
2064,44787912
2065,48082099
2066,48631631
2067,24216685
2068,56011890
2069,22311931
2070,67526024
2071,56859072
2072,71867731
2073,85118591
2074,51786366
2075,89778272
2076,24317122
2077,92530126
2078,53357229
2079,12447176
2080,70290684
2081,12205271
2082,70541564
2083,08524706
2084,24451338
2085,16497900
2086,09807464
2087,89806494
2088,46543400
2089,09385801
2090,83731990
2091,29202270
2092,04896487
2093,21833519
2094,68977474
2095,46060723
2096,08960313
2097,81586165
2098,77223234
2099,97388241
2100,39229045
2101,69197178
2102,26433738
2103,84058997
2104,62225021
2105,81286270
2106,65992487
2107,70450873
2108,24727440
2109,66820734
2110,22008282
2111,17049221
2112,81512126
2113,12408344
2114,91074607
2115,74110131
2116,42680918
2117,78932722
2118,88349329
2119,02547725
2120,87436457
2121,63525502
2122,67333516
2123,59137795
2124,14952432
2125,13923112
2126,30390324
2127,18301878
2128,06205928
2129,73194538
2130,29981533
2131,28779179
2132,71183039
2133,67433872
2134,84095077
2135,23249301
